race,sex,age,priors_count,c_charge_degree,two_year_recid
Caucasian,Male,21,1,F,0
Caucasian,Male,41,0,M,0
African-American,Male,45,0,F,1
African-American,Male,31,10,F,1
Caucasian,Male,22,0,F,0
Caucasian,Female,54,0,F,1
Caucasian,Male,50,2,M,1
African-American,Female,50,5,F,0
Other,Male,37,11,F,0
African-American,Female,21,0,F,1
Hispanic,Male,23,6,M,1
Caucasian,Male,30,0,F,1
Caucasian,Male,53,2,F,0
African-American,Male,30,11,F,1
Caucasian,Male,26,5,M,0
African-American,Female,30,1,F,1
African-American,Female,59,0,M,0
African-American,Male,29,13,F,1
Hispanic,Male,67,0,F,0
Caucasian,Male,30,13,F,1
African-American,Male,25,5,M,1
Hispanic,Male,45,8,F,0
Caucasian,Male,35,4,M,0
African-American,Male,22,0,F,0
African-American,Male,41,8,F,1
Asian,Male,46,3,F,1
Other,Male,27,0,M,0
African-American,Female,37,13,F,0
African-American,Male,22,0,F,1
African-American,Male,19,0,F,1
Caucasian,Male,45,2,M,0
African-American,Female,33,5,F,1
African-American,Male,52,7,F,0
African-American,Female,21,0,F,0
African-American,Male,43,6,M,1
Caucasian,Male,33,3,F,0
African-American,Male,26,3,F,1
Caucasian,Male,37,0,M,0
African-American,Male,38,1,F,1
Hispanic,Male,35,1,M,1
African-American,Male,27,1,F,1
Other,Male,40,1,F,0
African-American,Male,21,1,F,0
Caucasian,Male,38,3,F,1
Caucasian,Male,37,0,M,0
Hispanic,Male,24,1,M,0
Caucasian,Male,44,0,F,0
African-American,Male,30,0,F,0
Hispanic,Male,40,0,F,0
Caucasian,Male,49,1,F,0
Caucasian,Male,67,0,M,0
African-American,Male,59,14,F,1
African-American,Male,21,1,F,1
Caucasian,Male,31,6,M,0
Caucasian,Female,50,2,F,1
African-American,Male,30,7,F,0
Caucasian,Male,28,1,M,0
African-American,Male,48,7,F,1
Caucasian,Male,55,0,M,0
Caucasian,Female,24,1,F,0
Caucasian,Male,42,0,M,0
African-American,Male,34,0,M,1
African-American,Male,43,4,M,1
African-American,Male,44,0,F,0
Caucasian,Male,25,0,M,0
Hispanic,Male,29,17,F,1
Caucasian,Male,25,2,F,1
African-American,Female,32,0,M,1
Hispanic,Male,96,2,F,1
African-American,Male,35,10,M,1
Hispanic,Male,29,0,M,0
Hispanic,Male,27,8,F,1
Hispanic,Male,41,2,F,0
Hispanic,Male,31,0,M,0
African-American,Male,24,1,F,1
African-American,Male,34,0,F,1
African-American,Male,48,2,F,1
African-American,Male,41,1,F,0
African-American,Male,26,12,M,1
African-American,Male,42,0,F,1
African-American,Male,29,0,M,0
Caucasian,Male,26,0,M,0
African-American,Female,27,1,F,0
Caucasian,Male,35,4,M,0
Caucasian,Male,54,1,F,0
African-American,Male,24,3,M,1
African-American,Male,20,0,F,0
Caucasian,Male,27,0,F,0
African-American,Male,21,1,F,0
Caucasian,Male,27,7,M,1
African-American,Male,34,11,F,1
Caucasian,Male,27,4,F,0
African-American,Male,54,0,M,0
Other,Male,29,2,F,1
African-American,Male,39,1,F,0
Caucasian,Female,22,2,F,0
Caucasian,Female,33,0,M,0
African-American,Female,25,2,F,1
Hispanic,Female,40,7,F,1
African-American,Female,35,0,M,0
Hispanic,Male,28,0,M,1
African-American,Male,53,0,M,0
Caucasian,Male,28,2,M,0
African-American,Male,26,0,F,0
African-American,Male,30,1,F,0
African-American,Male,31,3,F,0
Caucasian,Male,24,3,M,1
Caucasian,Male,45,19,F,1
Hispanic,Male,33,1,M,0
African-American,Male,28,1,F,0
Caucasian,Female,45,1,F,1
African-American,Female,22,1,M,0
Caucasian,Male,33,3,F,1
Caucasian,Male,23,4,F,1
African-American,Male,36,6,F,0
African-American,Male,22,0,F,0
Caucasian,Male,45,1,M,0
African-American,Male,28,2,F,1
African-American,Male,37,3,M,0
Caucasian,Female,52,0,M,0
Caucasian,Male,26,0,F,0
Caucasian,Male,28,4,F,1
Caucasian,Female,33,2,F,0
Caucasian,Male,23,3,F,1
Caucasian,Male,31,3,M,1
Caucasian,Female,55,0,M,0
Caucasian,Male,24,3,F,1
African-American,Male,37,2,M,0
African-American,Male,41,0,F,0
Caucasian,Male,26,0,M,0
African-American,Male,41,13,F,0
African-American,Male,33,6,F,0
Hispanic,Male,47,0,M,1
African-American,Male,23,0,F,0
Caucasian,Male,27,1,F,0
Caucasian,Male,24,0,F,1
Other,Male,23,2,M,0
African-American,Male,30,10,F,0
Caucasian,Male,55,1,F,0
African-American,Male,26,13,M,1
African-American,Female,41,6,M,0
African-American,Male,35,0,F,0
African-American,Male,26,4,F,1
African-American,Male,20,1,M,0
Caucasian,Male,24,3,M,1
African-American,Male,31,8,M,1
African-American,Male,22,2,F,0
African-American,Male,55,0,F,1
Caucasian,Male,33,7,F,1
Caucasian,Male,44,6,F,1
African-American,Male,41,25,F,1
African-American,Male,56,9,M,0
African-American,Male,21,1,F,0
African-American,Male,36,1,F,1
Caucasian,Female,48,1,M,0
Caucasian,Male,27,6,F,1
Caucasian,Male,56,7,F,1
Caucasian,Male,39,2,M,0
Hispanic,Male,31,0,F,0
Caucasian,Female,25,0,F,0
Caucasian,Male,51,1,F,0
African-American,Female,28,3,F,0
African-American,Male,30,0,F,1
African-American,Female,19,0,M,1
African-American,Male,20,0,M,1
Caucasian,Male,57,0,F,0
African-American,Male,51,8,M,1
African-American,Male,27,5,F,1
African-American,Male,26,0,F,0
Caucasian,Male,23,3,M,1
African-American,Male,35,14,M,1
Caucasian,Female,41,1,M,0
African-American,Male,37,5,F,0
African-American,Male,48,0,F,0
African-American,Male,21,0,F,0
African-American,Male,19,3,F,1
African-American,Male,21,1,F,1
Hispanic,Male,29,1,M,0
African-American,Male,52,1,M,0
African-American,Male,23,5,F,1
African-American,Male,22,0,F,1
African-American,Male,19,1,F,1
Caucasian,Male,41,1,F,1
Caucasian,Female,25,1,M,1
African-American,Male,54,0,M,1
African-American,Male,25,13,F,1
Caucasian,Female,30,0,M,1
Caucasian,Female,40,4,F,0
African-American,Male,22,0,F,0
Caucasian,Male,50,10,F,0
Caucasian,Male,35,2,M,0
Caucasian,Male,28,7,F,1
African-American,Male,21,0,F,0
Other,Female,38,6,F,1
Caucasian,Male,27,0,F,0
African-American,Male,22,0,F,1
Hispanic,Female,38,20,F,1
African-American,Male,32,26,F,1
Caucasian,Male,32,0,F,0
Caucasian,Male,59,0,F,0
Caucasian,Male,30,19,F,1
Other,Male,20,0,M,1
Caucasian,Male,59,0,F,0
Caucasian,Female,44,1,F,1
African-American,Male,26,9,M,1
African-American,Male,30,9,F,1
Caucasian,Female,35,2,F,0
African-American,Male,25,3,M,1
Hispanic,Male,44,0,M,0
African-American,Male,40,7,F,0
African-American,Female,31,0,M,1
African-American,Female,32,0,F,0
African-American,Male,37,22,F,1
Caucasian,Male,22,2,F,0
African-American,Male,38,8,M,1
Caucasian,Male,34,2,F,0
African-American,Male,30,7,F,0
Caucasian,Female,38,0,F,1
African-American,Male,36,10,F,1
Other,Male,46,0,F,0
Native American,Male,22,0,M,1
Caucasian,Male,35,2,F,1
African-American,Male,35,0,F,0
Other,Male,20,1,F,1
African-American,Female,30,9,F,1
African-American,Male,34,16,F,1
Caucasian,Male,31,3,F,1
Hispanic,Male,32,0,M,1
Caucasian,Male,31,4,F,1
Caucasian,Male,22,2,F,1
Hispanic,Male,31,0,F,0
African-American,Male,36,5,M,1
African-American,Male,39,2,M,0
African-American,Male,51,9,F,1
African-American,Male,35,7,F,1
African-American,Male,30,1,F,1
Hispanic,Male,35,0,F,0
Hispanic,Male,23,0,F,1
Caucasian,Male,43,3,M,1
African-American,Male,37,0,M,0
African-American,Male,25,3,M,0
Hispanic,Male,33,8,F,1
African-American,Female,27,0,F,0
Caucasian,Male,47,2,M,0
African-American,Male,46,12,M,0
Caucasian,Male,27,0,F,0
African-American,Male,34,0,F,1
African-American,Male,30,4,M,1
Caucasian,Male,25,0,M,0
African-American,Male,26,5,M,0
African-American,Male,25,1,F,1
African-American,Male,60,9,F,0
Other,Male,49,0,M,1
African-American,Male,30,12,F,1
African-American,Male,21,0,F,0
African-American,Male,25,4,F,1
Caucasian,Male,53,1,F,0
African-American,Male,21,0,F,1
Hispanic,Male,29,1,M,0
African-American,Male,29,4,M,0
Hispanic,Male,21,0,M,0
African-American,Female,24,2,M,1
Other,Male,53,4,M,1
Caucasian,Male,51,2,F,0
African-American,Male,29,1,M,0
Other,Female,24,0,F,0
Other,Male,24,2,F,1
Hispanic,Male,37,5,F,0
Caucasian,Male,20,0,F,1
Hispanic,Female,54,2,M,0
Caucasian,Female,51,14,F,0
Caucasian,Male,53,1,F,0
African-American,Male,31,2,F,0
African-American,Male,25,5,F,0
Hispanic,Male,38,0,M,0
African-American,Male,22,3,F,1
African-American,Male,21,1,F,0
Caucasian,Male,21,1,F,1
African-American,Male,27,6,M,1
African-American,Male,28,14,M,1
African-American,Male,49,6,M,1
African-American,Male,52,7,F,1
African-American,Male,25,1,M,0
Caucasian,Male,56,2,F,0
African-American,Male,34,22,F,0
Hispanic,Male,35,7,F,0
African-American,Male,23,1,M,1
Caucasian,Male,22,0,F,0
African-American,Male,23,0,F,1
African-American,Male,30,4,M,0
African-American,Male,42,1,M,1
African-American,Male,50,24,M,1
Caucasian,Male,54,12,F,1
Other,Male,37,4,M,1
African-American,Male,37,0,F,0
African-American,Male,23,1,F,0
Caucasian,Male,41,0,F,0
African-American,Male,50,5,F,0
Hispanic,Male,41,19,F,1
African-American,Male,26,2,F,1
Other,Male,40,8,F,1
African-American,Male,23,2,F,1
Caucasian,Male,55,1,F,1
African-American,Male,24,0,F,1
Caucasian,Male,33,5,M,1
Caucasian,Male,23,0,F,0
African-American,Male,37,1,M,1
Other,Female,64,0,F,0
Caucasian,Male,51,0,M,0
Other,Male,40,4,F,1
Caucasian,Male,43,1,F,0
African-American,Female,35,3,M,1
Hispanic,Male,22,1,F,1
African-American,Male,29,2,F,0
Caucasian,Male,57,0,M,0
African-American,Male,20,1,M,1
Caucasian,Male,37,1,M,1
Other,Female,23,0,M,0
African-American,Male,23,3,F,1
Caucasian,Male,36,9,M,1
Caucasian,Male,55,1,M,0
African-American,Male,53,18,M,1
African-American,Male,21,1,F,1
African-American,Male,27,3,M,1
African-American,Male,28,6,F,1
Caucasian,Male,26,1,F,1
Caucasian,Male,25,1,F,0
Caucasian,Male,66,0,F,0
African-American,Male,28,3,M,0
African-American,Male,21,0,F,1
African-American,Male,24,0,M,0
Caucasian,Male,60,18,M,1
African-American,Male,37,2,F,1
African-American,Male,23,2,M,1
Caucasian,Male,73,0,M,0
African-American,Male,44,0,F,0
Hispanic,Male,42,0,M,0
African-American,Male,40,6,F,0
African-American,Female,28,0,F,1
Hispanic,Male,21,0,F,0
Caucasian,Male,56,0,M,1
African-American,Male,42,3,F,0
Caucasian,Male,32,11,F,1
Caucasian,Male,50,1,F,0
Caucasian,Male,34,0,M,0
African-American,Male,47,1,M,1
Caucasian,Male,58,3,F,0
Caucasian,Male,48,3,F,0
Caucasian,Female,20,0,F,0
African-American,Female,53,10,F,1
African-American,Male,29,0,F,0
Other,Male,38,1,M,0
Caucasian,Female,43,0,M,0
African-American,Male,35,1,M,0
Hispanic,Male,25,2,M,1
Caucasian,Male,53,1,M,1
Caucasian,Male,22,0,M,0
Hispanic,Female,32,1,M,0
Caucasian,Male,26,9,M,1
Other,Female,48,0,F,0
African-American,Male,23,4,F,1
Caucasian,Male,71,1,M,0
Caucasian,Female,61,0,M,0
Caucasian,Female,22,2,M,0
African-American,Male,29,1,M,1
Caucasian,Female,54,1,M,0
Caucasian,Male,24,6,F,0
Caucasian,Female,28,0,F,0
Caucasian,Female,25,2,F,0
African-American,Female,22,1,F,0
African-American,Male,24,2,F,1
African-American,Male,35,0,F,0
African-American,Male,21,0,F,0
Caucasian,Male,49,1,M,0
African-American,Male,26,6,F,1
African-American,Male,30,7,F,1
Hispanic,Male,32,1,M,1
African-American,Male,30,5,F,1
African-American,Male,21,1,F,0
Caucasian,Male,64,8,F,0
African-American,Female,26,1,F,0
Caucasian,Female,45,7,F,1
African-American,Male,37,3,M,0
African-American,Female,34,1,F,1
Hispanic,Male,60,4,F,0
Caucasian,Male,58,0,M,0
Caucasian,Male,27,0,F,0
African-American,Male,30,0,M,1
African-American,Male,25,0,M,0
African-American,Male,60,19,F,1
African-American,Male,56,24,F,0
African-American,Male,33,2,M,0
Caucasian,Male,25,9,F,1
African-American,Male,47,15,F,0
African-American,Male,32,6,F,1
African-American,Male,24,3,F,1
Caucasian,Male,23,2,F,1
Hispanic,Male,23,3,F,1
African-American,Male,25,1,F,1
African-American,Female,20,0,F,0
African-American,Male,32,9,F,0
African-American,Female,49,0,F,0
African-American,Male,22,1,F,0
African-American,Male,24,0,F,0
Caucasian,Male,26,10,F,1
African-American,Male,29,5,F,0
African-American,Female,20,1,F,1
Caucasian,Male,49,1,M,0
African-American,Male,29,1,M,1
African-American,Male,18,2,F,1
Caucasian,Male,22,0,F,0
African-American,Male,34,8,F,0
African-American,Female,26,3,F,0
African-American,Male,21,0,F,1
Caucasian,Male,54,2,M,0
African-American,Male,59,1,F,0
African-American,Male,22,0,F,1
Other,Male,24,1,F,1
African-American,Male,64,20,F,0
Caucasian,Male,45,1,M,1
African-American,Female,22,0,F,0
African-American,Male,24,5,F,1
African-American,Female,30,3,F,1
Caucasian,Female,27,0,F,0
Caucasian,Male,20,0,F,0
Hispanic,Male,29,0,F,1
Caucasian,Male,28,5,F,1
Other,Male,37,0,M,0
Other,Male,25,2,F,0
Caucasian,Male,23,3,F,1
African-American,Female,32,0,M,0
Caucasian,Female,44,1,F,0
African-American,Male,41,8,F,0
Caucasian,Male,30,3,F,0
African-American,Male,27,2,M,1
African-American,Male,32,0,F,1
African-American,Male,40,24,M,1
African-American,Male,23,1,F,0
Hispanic,Male,34,2,M,0
African-American,Male,33,1,F,0
African-American,Female,33,3,M,0
Caucasian,Male,33,3,F,0
Caucasian,Male,33,0,F,0
African-American,Male,41,2,M,1
Hispanic,Male,37,1,M,0
African-American,Male,28,9,M,0
African-American,Female,25,0,F,1
Other,Male,51,14,F,1
African-American,Female,30,1,M,0
African-American,Female,47,0,M,0
Caucasian,Male,24,0,F,1
Caucasian,Male,37,5,M,0
Caucasian,Male,31,9,F,1
Caucasian,Female,30,1,F,0
African-American,Male,52,0,F,1
African-American,Male,25,5,F,1
African-American,Male,60,10,F,0
African-American,Female,46,7,M,0
Caucasian,Male,62,3,M,0
Other,Male,57,10,F,1
Caucasian,Male,36,0,M,1
African-American,Male,24,2,F,1
Hispanic,Male,37,3,M,1
Caucasian,Male,25,9,F,0
African-American,Male,21,0,M,1
Asian,Male,38,0,M,0
African-American,Male,29,5,F,1
African-American,Male,52,0,M,1
African-American,Male,29,5,F,0
African-American,Male,59,13,F,1
African-American,Male,39,2,F,0
Hispanic,Male,48,1,M,0
Other,Male,31,3,M,1
African-American,Male,20,1,F,1
Caucasian,Male,50,0,M,0
African-American,Male,27,7,F,1
African-American,Male,27,0,M,0
Caucasian,Male,31,4,F,1
African-American,Female,32,2,F,0
African-American,Female,24,2,M,0
African-American,Male,24,4,F,1
Caucasian,Male,30,0,M,1
African-American,Male,21,2,F,0
Caucasian,Male,41,0,F,0
Other,Male,38,1,F,0
African-American,Male,32,2,F,1
Caucasian,Male,27,5,F,0
Caucasian,Female,24,1,F,0
Caucasian,Male,69,0,M,1
Caucasian,Male,25,1,F,0
Caucasian,Male,55,0,M,1
African-American,Male,28,7,F,1
Caucasian,Male,27,0,M,1
African-American,Female,20,1,F,1
African-American,Male,36,2,F,1
Hispanic,Female,39,10,F,1
African-American,Male,25,10,F,1
Caucasian,Female,35,1,M,0
African-American,Male,32,12,M,1
Other,Male,69,0,M,0
Caucasian,Male,21,1,M,0
Caucasian,Male,41,1,F,0
Hispanic,Male,21,0,F,0
African-American,Male,38,0,F,0
African-American,Male,21,1,F,1
Caucasian,Male,31,10,M,0
Caucasian,Male,35,2,M,1
African-American,Male,34,5,M,0
Caucasian,Male,52,0,M,0
African-American,Male,21,0,F,0
African-American,Male,43,8,M,0
Caucasian,Female,32,0,F,0
Caucasian,Male,49,5,F,1
African-American,Female,21,0,M,0
African-American,Male,28,5,F,1
Caucasian,Female,65,1,F,0
Caucasian,Female,27,0,M,0
Other,Male,29,6,F,1
Caucasian,Male,48,20,F,1
African-American,Male,25,1,M,0
African-American,Male,20,0,M,1
Other,Male,49,7,F,1
Other,Male,42,6,M,0
African-American,Male,63,6,F,0
Caucasian,Male,40,0,M,0
Hispanic,Male,34,0,F,0
African-American,Male,21,1,F,1
Caucasian,Male,27,1,M,0
Hispanic,Male,29,0,M,0
Caucasian,Male,35,0,M,1
African-American,Male,32,9,M,1
African-American,Female,50,0,M,0
African-American,Male,31,1,M,0
Caucasian,Male,47,0,M,0
Caucasian,Male,44,2,M,0
Hispanic,Male,44,8,F,1
Hispanic,Male,56,0,F,0
African-American,Male,23,0,M,0
African-American,Male,54,10,F,0
African-American,Male,21,1,F,1
Caucasian,Male,38,17,F,0
Hispanic,Male,25,0,F,1
Caucasian,Male,44,2,F,1
African-American,Male,52,3,M,1
Caucasian,Female,52,0,F,1
African-American,Male,21,0,M,1
African-American,Male,31,4,F,0
Caucasian,Female,30,9,F,1
African-American,Female,39,1,F,0
African-American,Male,56,6,F,0
African-American,Male,35,12,F,1
Caucasian,Male,39,1,F,0
Caucasian,Male,29,0,M,0
Caucasian,Female,28,3,F,0
African-American,Male,23,2,F,1
Caucasian,Male,26,0,M,0
African-American,Female,64,1,M,1
African-American,Female,51,10,F,0
Other,Female,58,0,F,0
Caucasian,Male,20,1,F,1
African-American,Male,21,0,F,1
African-American,Male,21,0,F,0
African-American,Male,23,0,F,0
African-American,Male,46,3,F,0
African-American,Male,25,21,F,1
Hispanic,Male,35,5,F,0
African-American,Male,34,12,F,0
African-American,Female,30,0,M,0
Caucasian,Male,47,1,F,0
Caucasian,Male,30,4,F,0
Hispanic,Male,33,0,M,0
African-American,Male,47,1,F,0
African-American,Male,42,33,F,1
African-American,Male,39,1,F,1
Caucasian,Male,50,11,F,1
Hispanic,Male,30,2,M,1
Caucasian,Male,24,1,F,0
African-American,Female,22,2,F,0
Caucasian,Male,45,3,F,0
Caucasian,Male,26,2,F,1
Caucasian,Male,39,3,F,0
Caucasian,Male,40,1,F,0
African-American,Male,24,0,F,0
African-American,Male,23,1,F,0
Caucasian,Male,61,0,M,0
Caucasian,Male,42,3,F,1
African-American,Male,38,3,F,1
Caucasian,Male,67,0,F,1
Caucasian,Male,23,2,F,0
Caucasian,Male,31,1,F,1
African-American,Male,40,15,F,0
African-American,Male,44,0,F,0
African-American,Male,37,10,F,1
African-American,Female,22,3,M,0
Caucasian,Male,31,6,M,1
African-American,Male,28,9,F,1
African-American,Male,57,2,F,0
Other,Male,24,5,M,0
Caucasian,Male,33,9,F,0
African-American,Female,30,10,F,1
Other,Male,31,5,F,0
Caucasian,Male,56,7,F,0
Hispanic,Male,67,2,F,0
African-American,Male,35,0,F,1
African-American,Male,57,23,F,1
Caucasian,Female,39,8,F,1
Caucasian,Male,65,3,F,0
Caucasian,Female,22,0,M,0
African-American,Female,35,2,F,0
African-American,Male,29,2,M,1
Caucasian,Male,37,2,M,1
African-American,Male,62,13,F,1
African-American,Male,22,5,M,1
African-American,Male,31,6,M,0
African-American,Male,22,0,M,1
Hispanic,Male,31,8,F,1
African-American,Female,56,1,F,0
Caucasian,Male,25,2,F,0
Caucasian,Male,33,10,M,0
Caucasian,Male,25,2,F,0
African-American,Female,27,3,F,0
African-American,Male,37,1,F,0
Caucasian,Male,41,2,M,0
African-American,Male,35,5,F,0
Hispanic,Male,25,1,M,1
Caucasian,Male,55,0,M,0
African-American,Female,24,1,F,0
African-American,Male,26,2,F,1
African-American,Male,35,7,F,0
Caucasian,Male,50,3,M,1
African-American,Male,30,1,M,0
African-American,Male,25,3,F,1
Caucasian,Female,65,1,M,1
African-American,Female,31,0,F,1
African-American,Female,24,0,M,0
African-American,Male,34,6,F,1
Other,Male,24,3,M,1
African-American,Female,30,4,F,0
Hispanic,Female,35,0,M,0
African-American,Male,30,14,F,1
Caucasian,Male,24,1,M,0
Caucasian,Male,51,3,F,1
African-American,Female,28,3,F,0
African-American,Female,27,4,F,1
Other,Male,50,5,F,0
Caucasian,Male,22,2,F,1
African-American,Male,29,2,F,1
African-American,Male,31,0,F,0
Caucasian,Male,31,0,M,0
African-American,Female,32,3,F,0
African-American,Male,27,1,F,1
Caucasian,Male,29,6,F,1
African-American,Male,59,3,F,0
African-American,Male,24,1,M,1
Caucasian,Female,27,1,F,0
African-American,Male,33,0,F,0
Other,Female,35,0,M,0
Caucasian,Male,28,9,F,1
Other,Female,40,0,F,0
Hispanic,Male,53,3,M,0
Other,Male,45,0,M,0
African-American,Male,24,9,M,1
African-American,Male,31,16,F,1
Hispanic,Male,25,0,M,0
Caucasian,Male,24,0,M,1
African-American,Male,24,0,F,0
Hispanic,Male,23,6,M,0
African-American,Male,23,7,F,1
Hispanic,Female,47,2,F,0
Hispanic,Male,48,0,M,0
Hispanic,Male,35,0,M,0
Other,Male,24,3,F,1
Caucasian,Male,62,0,F,0
African-American,Male,52,19,F,0
African-American,Female,25,4,F,1
Other,Male,25,1,F,0
African-American,Male,49,1,M,0
Caucasian,Male,50,0,F,1
African-American,Male,47,3,F,1
African-American,Male,37,14,F,0
Caucasian,Male,26,0,M,0
African-American,Male,28,21,F,0
African-American,Female,26,3,F,1
Other,Male,48,4,F,0
African-American,Male,25,1,F,0
African-American,Male,20,1,F,1
African-American,Male,34,9,F,1
Hispanic,Male,26,1,M,0
African-American,Male,46,9,F,1
African-American,Male,21,0,F,1
Caucasian,Female,27,2,F,1
African-American,Male,21,3,M,1
Caucasian,Male,29,1,F,0
Caucasian,Male,46,4,F,0
African-American,Male,24,0,F,0
Hispanic,Female,51,2,M,0
African-American,Male,57,8,M,1
African-American,Male,33,4,F,1
African-American,Male,23,4,F,1
African-American,Male,29,5,F,0
Caucasian,Male,22,0,M,1
Hispanic,Male,56,10,M,1
Caucasian,Female,33,1,M,1
Other,Male,27,0,F,1
Hispanic,Male,31,1,M,0
African-American,Male,40,3,F,1
Other,Male,48,0,M,0
African-American,Male,32,10,F,1
African-American,Male,68,1,F,0
African-American,Male,24,1,M,0
African-American,Male,32,1,F,0
African-American,Male,19,2,F,1
Hispanic,Male,56,4,F,0
African-American,Male,23,6,F,1
Caucasian,Male,39,17,F,1
African-American,Male,25,1,F,0
African-American,Male,42,6,F,1
Caucasian,Male,29,1,M,0
Caucasian,Male,38,2,M,0
Caucasian,Male,32,10,F,1
Caucasian,Male,23,4,M,1
African-American,Male,58,10,F,1
African-American,Male,42,9,F,1
Hispanic,Male,52,3,F,0
Caucasian,Male,26,1,F,1
Caucasian,Male,27,1,F,0
Caucasian,Male,33,1,F,0
African-American,Male,33,2,F,1
African-American,Male,23,0,M,1
African-American,Male,25,4,F,1
African-American,Male,32,0,F,1
Hispanic,Male,34,14,F,1
Caucasian,Female,29,0,M,0
African-American,Male,38,19,F,1
Caucasian,Male,29,0,M,0
African-American,Male,27,6,F,1
Caucasian,Male,25,0,M,1
Caucasian,Female,31,2,F,1
